resume_text,jd_text,score
Resume skills: git data analysis power bi python deep learning azure,Job requires: excel ml numpy power bi python sql pandas deep learning react,64
Resume skills: numpy c++ html node docker,Job requires: react java deep learning css c++ azure,49
Resume skills: excel c++ java python aws node sql javascript html,Job requires: javascript java data analysis c++ aws,38
Resume skills: data analysis aws pandas docker c++ html excel data cleaning sql react,Job requires: aws pandas c++ html react,67
Resume skills: ml html java react deep learning azure data analysis docker machine learning pandas,Job requires: deep learning c++ css aws numpy react power bi git data analysis,40
Resume skills: aws java css c++ javascript react excel python,Job requires: machine learning pandas numpy data analysis c++,32
Resume skills: machine learning python power bi docker pandas excel aws html css javascript,Job requires: deep learning docker react azure pandas node css java c++,88
Resume skills: data analysis javascript power bi docker sql excel azure machine learning c++ deep learning,Job requires: machine learning java c++ node git numpy,46
Resume skills: deep learning css ml azure node sql javascript react,Job requires: docker azure data analysis node deep learning sql css,54
Resume skills: machine learning numpy data analysis pandas data cleaning,Job requires: azure python java html excel c++ data cleaning,58
Resume skills: ml c++ excel docker git python react pandas power bi node,Job requires: data cleaning deep learning html aws docker python git sql data analysis excel,40
Resume skills: deep learning power bi css ml excel,Job requires: excel html python pandas data analysis machine learning react,78
Resume skills: aws css html data analysis react numpy ml,Job requires: node python c++ machine learning css html numpy data cleaning excel azure,45
Resume skills: aws pandas react machine learning deep learning excel git sql c++ javascript,Job requires: numpy java data cleaning python data analysis deep learning node css machine learning azure,53
Resume skills: numpy java git data analysis excel aws docker,Job requires: c++ css ml html data analysis pandas react java azure,68
Resume skills: machine learning excel html azure css deep learning pandas git numpy aws,Job requires: pandas javascript docker machine learning ml git html css data analysis deep learning,53
Resume skills: c++ numpy aws pandas power bi docker,Job requires: html numpy data cleaning css deep learning,53
Resume skills: c++ excel python java pandas deep learning react,Job requires: data analysis react azure node power bi css aws sql,70
Resume skills: git html docker azure power bi machine learning data analysis pandas deep learning javascript,Job requires: aws numpy azure java data cleaning deep learning sql python machine learning,83
Resume skills: docker excel numpy deep learning ml node css c++,Job requires: git java node pandas python css,46
Resume skills: javascript ml node deep learning docker excel java python data analysis react,Job requires: docker aws data cleaning java python machine learning deep learning c++,52
Resume skills: data analysis azure javascript java machine learning aws react ml deep learning,Job requires: javascript c++ docker sql power bi react html python data cleaning deep learning,54
Resume skills: excel react ml data cleaning css c++ javascript pandas machine learning sql,Job requires: numpy docker html machine learning data cleaning ml aws power bi git,49
Resume skills: numpy node pandas python css excel data cleaning aws,Job requires: machine learning azure node java deep learning data analysis pandas sql numpy,35
Resume skills: javascript python java numpy c++ power bi,Job requires: javascript excel aws java git ml numpy power bi html,40
Resume skills: css git sql react data analysis docker pandas excel,Job requires: html aws machine learning c++ javascript css python,52
Resume skills: excel javascript python numpy java azure node git,Job requires: ml react power bi data analysis pandas numpy azure java,47
Resume skills: data cleaning aws excel azure machine learning deep learning ml,Job requires: sql javascript deep learning excel node java,67
Resume skills: css power bi deep learning pandas react docker python data cleaning node,Job requires: pandas azure data cleaning javascript git react excel python aws machine learning,55
Resume skills: deep learning aws machine learning git html python data analysis c++,Job requires: excel deep learning node html git java azure data cleaning machine learning,63
Resume skills: html python node c++ power bi git,Job requires: css data cleaning java azure deep learning sql machine learning ml html,55
Resume skills: power bi pandas html git aws docker javascript,Job requires: node power bi numpy excel python data cleaning,50
Resume skills: c++ power bi node ml numpy java javascript machine learning deep learning,Job requires: css ml sql react aws excel node docker,32
Resume skills: power bi ml node css data cleaning sql javascript deep learning docker numpy,Job requires: power bi git java ml javascript,94
Resume skills: pandas data cleaning aws ml power bi react,Job requires: data cleaning azure machine learning c++ aws numpy,60
Resume skills: pandas data cleaning python data analysis css aws deep learning react html sql,Job requires: sql node deep learning css html pandas docker git,31
Resume skills: sql node pandas power bi java css,Job requires: excel data cleaning java c++ git html power bi sql numpy,33
Resume skills: power bi java ml html react aws machine learning c++ node data analysis,Job requires: git html docker sql node javascript ml azure data cleaning python,81
Resume skills: power bi docker data cleaning numpy pandas html,Job requires: docker react machine learning python css ml java data analysis excel,94
Resume skills: azure sql pandas java ml c++,Job requires: data analysis aws numpy git deep learning sql ml pandas java javascript,35
Resume skills: aws power bi git pandas azure sql ml node data cleaning,Job requires: pandas html excel sql machine learning data analysis node git deep learning ml,51
Resume skills: node java ml html python data cleaning javascript,Job requires: python ml data cleaning deep learning node java numpy data analysis,90
Resume skills: css aws docker machine learning react,Job requires: data analysis java html pandas aws deep learning,62
Resume skills: git sql excel css python data cleaning aws,Job requires: data cleaning html data analysis aws javascript,84
Resume skills: javascript c++ deep learning java docker machine learning git html pandas excel,Job requires: ml css c++ excel numpy machine learning deep learning,72
Resume skills: git azure css node data cleaning deep learning numpy sql ml react,Job requires: pandas data analysis data cleaning css aws sql,62
Resume skills: machine learning pandas html git deep learning azure power bi node,Job requires: ml pandas docker java deep learning power bi,70
Resume skills: data analysis node power bi pandas docker azure html,Job requires: data analysis node c++ aws power bi html java sql git,53
Resume skills: ml pandas data cleaning aws git numpy data analysis power bi c++ deep learning,Job requires: git c++ ml docker excel machine learning javascript data cleaning node react,69
Resume skills: c++ numpy machine learning azure data analysis docker react excel,Job requires: react git python sql css docker deep learning aws java data cleaning,62
Resume skills: data cleaning node pandas numpy deep learning c++ azure aws git,Job requires: node deep learning pandas html react numpy,56
Resume skills: aws machine learning power bi python c++ sql react html,Job requires: node machine learning python java excel,47
Resume skills: c++ machine learning deep learning css node azure numpy,Job requires: git html python javascript java pandas,88
Resume skills: node machine learning deep learning azure javascript css aws,Job requires: aws python c++ data cleaning azure machine learning ml,74
Resume skills: excel java machine learning c++ html css sql pandas node react,Job requires: power bi javascript data analysis excel ml node machine learning,39
Resume skills: pandas java numpy excel machine learning c++ data cleaning git,Job requires: machine learning azure excel python data analysis css sql java numpy node,58
Resume skills: html data analysis deep learning aws css pandas azure react,Job requires: excel javascript css data analysis html,31
Resume skills: machine learning python data cleaning aws pandas data analysis numpy power bi azure,Job requires: data analysis excel java react data cleaning ml css git aws,62
Resume skills: deep learning react data analysis sql docker java git css numpy,Job requires: javascript react css sql azure excel data analysis machine learning html,90
Resume skills: numpy azure git css sql power bi ml docker,Job requires: data cleaning excel power bi docker azure node machine learning javascript,53
Resume skills: html c++ machine learning data cleaning react data analysis azure python ml,Job requires: git numpy python pandas deep learning,63
Resume skills: git c++ react power bi data analysis css excel data cleaning,Job requires: python azure power bi react aws excel ml c++ machine learning,65
Resume skills: react sql ml machine learning aws,Job requires: git html python javascript excel azure,88
Resume skills: java c++ sql machine learning data analysis python,Job requires: data cleaning excel ml javascript css git aws,77
Resume skills: excel c++ java data analysis sql javascript data cleaning css react ml,Job requires: git machine learning data cleaning ml pandas python node deep learning,89
Resume skills: excel aws deep learning machine learning node azure,Job requires: c++ java azure excel python react numpy css pandas,60
Resume skills: azure sql deep learning react c++ html machine learning power bi excel data cleaning,Job requires: sql java machine learning ml power bi react numpy node css,80
Resume skills: html python css node sql java,Job requires: git pandas css docker numpy power bi react data cleaning,40
Resume skills: machine learning c++ numpy ml docker aws sql java data cleaning css,Job requires: css c++ git power bi javascript docker pandas azure aws java,74
Resume skills: css react deep learning pandas python numpy javascript c++ sql node,Job requires: excel sql css data analysis react data cleaning machine learning deep learning docker,93
Resume skills: react node azure power bi docker git ml,Job requires: deep learning html react ml pandas,62
Resume skills: machine learning react aws css git sql,Job requires: deep learning sql git power bi data analysis javascript node c++ excel aws,30
Resume skills: javascript node aws sql git pandas docker c++ ml java,Job requires: numpy data cleaning sql c++ power bi aws react,90
Resume skills: deep learning machine learning sql python git javascript,Job requires: python excel javascript azure aws data analysis,47
Resume skills: numpy data analysis python git html machine learning node aws,Job requires: react machine learning numpy sql data cleaning,53
Resume skills: excel pandas ml css data cleaning node,Job requires: excel power bi deep learning javascript react,52
Resume skills: c++ aws python ml power bi java react,Job requires: machine learning c++ docker git sql java ml aws power bi pandas,92
Resume skills: deep learning sql css c++ git react numpy,Job requires: python node css docker html deep learning,42
Resume skills: javascript python power bi machine learning c++ azure,Job requires: data analysis azure css python docker aws react deep learning node,34
Resume skills: deep learning data cleaning machine learning data analysis power bi pandas java git node,Job requires: git c++ data cleaning excel deep learning aws machine learning numpy,40
Resume skills: python pandas c++ power bi java,Job requires: deep learning git machine learning azure sql,48
Resume skills: c++ ml python node css,Job requires: data cleaning react css docker machine learning,78
Resume skills: java sql ml react data analysis python,Job requires: css data analysis node git ml,62
Resume skills: java docker python numpy git pandas,Job requires: javascript python node numpy git azure,33
Resume skills: docker numpy machine learning node aws python javascript power bi azure sql,Job requires: c++ javascript css pandas data analysis react,89
Resume skills: machine learning docker azure data analysis javascript deep learning power bi node,Job requires: css azure excel deep learning git data analysis ml sql numpy aws,45
Resume skills: data cleaning javascript git react html data analysis sql excel node docker,Job requires: css azure power bi data cleaning git deep learning excel node python html,82
Resume skills: javascript data cleaning sql java aws deep learning node c++ excel,Job requires: azure html data analysis data cleaning css aws,39
Resume skills: git html deep learning ml sql data analysis react excel java javascript,Job requires: data analysis numpy power bi aws docker git python pandas,79
Resume skills: azure css react numpy javascript pandas,Job requires: java excel git c++ power bi docker pandas,35
Resume skills: ml sql git html data cleaning react data analysis azure excel,Job requires: sql data analysis react machine learning power bi java,92
Resume skills: sql ml pandas c++ docker html,Job requires: react aws excel sql javascript data analysis pandas docker,75
Resume skills: power bi aws git deep learning node data cleaning,Job requires: docker numpy python java css data analysis power bi,61
Resume skills: css aws data analysis ml pandas azure data cleaning html,Job requires: node react azure sql python aws docker java numpy,53
Resume skills: python data analysis deep learning docker react pandas,Job requires: azure docker pandas numpy ml sql excel,42
Resume skills: data cleaning python node data analysis java,Job requires: css excel data cleaning pandas javascript,71
Resume skills: react javascript docker numpy python,Job requires: html c++ node docker azure java,46
Resume skills: react excel docker machine learning css numpy git sql deep learning javascript,Job requires: node ml pandas machine learning excel c++ javascript deep learning,59
Resume skills: c++ react aws excel machine learning,Job requires: machine learning data cleaning css power bi numpy,78
Resume skills: docker pandas java machine learning data cleaning git sql numpy c++ azure,Job requires: css node docker data analysis sql data cleaning,41
Resume skills: machine learning c++ azure power bi react css,Job requires: c++ docker css numpy html,69
Resume skills: c++ deep learning git html pandas css aws docker,Job requires: pandas sql ml numpy deep learning html azure,76
Resume skills: node css pandas data analysis javascript deep learning python,Job requires: java ml pandas deep learning git data analysis docker sql,39
Resume skills: ml python machine learning docker react deep learning sql c++,Job requires: data analysis sql numpy ml c++ docker python,32
Resume skills: java excel docker css javascript aws azure deep learning,Job requires: aws css java deep learning pandas data analysis python c++,88
Resume skills: java numpy javascript azure c++ excel,Job requires: excel azure html machine learning numpy power bi sql javascript aws,60
Resume skills: data analysis excel git machine learning numpy docker react power bi,Job requires: excel aws css sql machine learning deep learning python,61
Resume skills: pandas numpy sql excel machine learning,Job requires: react node html docker pandas data analysis data cleaning machine learning azure,95
Resume skills: deep learning aws pandas docker c++ power bi numpy html machine learning,Job requires: java pandas sql git excel aws machine learning node azure deep learning,88
Resume skills: ml azure python machine learning css node excel data analysis pandas c++,Job requires: c++ react html numpy git azure data cleaning,68
Resume skills: azure data cleaning deep learning c++ pandas,Job requires: pandas data cleaning python html azure sql machine learning javascript power bi,77
Resume skills: pandas java power bi sql git deep learning docker node excel,Job requires: html python javascript c++ numpy docker power bi node,49
Resume skills: sql aws pandas excel git javascript,Job requires: ml css numpy html power bi react,94
Resume skills: react c++ java sql html css pandas numpy node data cleaning,Job requires: numpy docker data analysis ml deep learning,92
Resume skills: docker azure node numpy python pandas machine learning aws ml javascript,Job requires: c++ docker pandas javascript html azure,51
Resume skills: html node css python ml,Job requires: c++ power bi react data cleaning machine learning sql,50
Resume skills: excel machine learning deep learning python power bi aws html numpy c++,Job requires: azure pandas python css docker javascript,61
Resume skills: data analysis docker node git react aws,Job requires: data cleaning c++ react excel ml,91
Resume skills: numpy docker azure machine learning python css ml,Job requires: data cleaning node docker machine learning react python excel power bi data analysis,73
Resume skills: react excel java ml machine learning power bi c++ data analysis,Job requires: html docker deep learning css javascript sql react,36
Resume skills: java azure javascript docker machine learning react css pandas data analysis git,Job requires: sql python machine learning pandas data cleaning c++ ml java data analysis,94
Resume skills: git python excel power bi data cleaning deep learning docker,Job requires: numpy azure power bi aws ml c++ node deep learning data cleaning data analysis,33
Resume skills: machine learning sql html aws c++,Job requires: pandas css docker python html node javascript ml machine learning sql,58
Resume skills: sql ml docker css data cleaning excel,Job requires: data cleaning power bi data analysis deep learning python,36
Resume skills: node power bi pandas java c++ sql python ml,Job requires: css docker azure numpy sql excel aws ml,31
Resume skills: power bi sql numpy excel deep learning html git aws data analysis,Job requires: c++ python data analysis data cleaning deep learning node css azure html excel,53
Resume skills: css excel azure ml docker,Job requires: deep learning react docker java node python excel azure,85
Resume skills: python azure git power bi css c++ javascript sql data analysis react,Job requires: javascript numpy machine learning data cleaning aws,57
Resume skills: sql pandas power bi data cleaning c++ java,Job requires: ml aws data cleaning node html azure git javascript docker,58
Resume skills: azure html excel sql css deep learning,Job requires: css machine learning c++ sql html react,73
Resume skills: machine learning react data analysis data cleaning css javascript html java,Job requires: ml react data analysis sql machine learning azure,44
Resume skills: sql javascript data analysis css html deep learning power bi,Job requires: sql c++ deep learning html power bi data cleaning,89
Resume skills: sql css c++ power bi git javascript numpy python,Job requires: machine learning java pandas c++ javascript sql azure react data analysis,73
Resume skills: html docker azure java power bi data cleaning node react numpy,Job requires: git c++ deep learning ml excel azure pandas javascript java,31
Resume skills: css deep learning react node machine learning,Job requires: azure power bi git data analysis aws machine learning data cleaning python,95
Resume skills: azure power bi c++ git deep learning,Job requires: numpy azure docker data analysis javascript deep learning,85
Resume skills: python numpy node ml git pandas sql,Job requires: pandas excel azure c++ power bi,85
Resume skills: data analysis ml deep learning machine learning git power bi azure,Job requires: excel pandas numpy docker aws sql css react data cleaning html,80
Resume skills: html data cleaning c++ azure power bi javascript css ml sql,Job requires: c++ sql deep learning data cleaning html node azure,39
Resume skills: pandas sql ml machine learning javascript python data analysis,Job requires: data analysis react machine learning c++ css ml aws numpy pandas,81
Resume skills: aws node javascript azure java sql react c++ html,Job requires: deep learning python java css c++ git numpy node azure power bi,68
Resume skills: aws docker numpy python deep learning git sql java,Job requires: java pandas node javascript azure ml,93
Resume skills: machine learning java aws python deep learning html c++ data analysis react node,Job requires: deep learning ml java css javascript python power bi,49
Resume skills: data cleaning node c++ javascript ml deep learning react pandas excel,Job requires: git machine learning data cleaning html ml python c++,55
Resume skills: data analysis data cleaning java deep learning excel,Job requires: pandas git numpy sql react power bi java javascript docker,34
Resume skills: ml git deep learning azure node,Job requires: docker css data cleaning aws git power bi azure machine learning data analysis,33
Resume skills: data analysis python react aws git javascript,Job requires: aws pandas deep learning docker react sql c++ data cleaning,87
Resume skills: java data cleaning python numpy aws docker pandas c++ css git,Job requires: excel data cleaning sql react docker,85
Resume skills: sql python javascript numpy power bi c++ html react azure,Job requires: javascript pandas aws excel java power bi azure css,77
Resume skills: docker css deep learning react aws ml azure pandas javascript,Job requires: excel power bi react data analysis pandas numpy node data cleaning c++,79
Resume skills: java data analysis machine learning react pandas numpy css node azure data cleaning,Job requires: deep learning azure docker java aws html python data analysis,95
Resume skills: azure power bi aws deep learning java,Job requires: aws react data analysis java machine learning node data cleaning c++ pandas,54
Resume skills: java power bi c++ data analysis aws javascript html pandas,Job requires: ml docker c++ data cleaning git java azure deep learning node,40
Resume skills: docker azure css javascript git aws html sql power bi python,Job requires: azure ml machine learning numpy pandas,44
Resume skills: data analysis data cleaning react excel docker node sql,Job requires: azure machine learning node deep learning numpy aws power bi,54
Resume skills: data cleaning pandas python azure deep learning machine learning ml,Job requires: sql numpy pandas python html git javascript power bi deep learning data cleaning,30
Resume skills: java machine learning pandas power bi numpy node javascript c++ excel html,Job requires: css sql react azure git ml java machine learning,87
Resume skills: deep learning pandas python c++ css azure node docker data analysis,Job requires: node azure html pandas javascript react css docker numpy,40
Resume skills: sql javascript node java numpy docker data analysis,Job requires: machine learning docker excel data analysis aws data cleaning pandas html,64
Resume skills: ml c++ data cleaning sql html,Job requires: css data cleaning pandas ml docker excel deep learning java machine learning,37
Resume skills: data analysis machine learning aws data cleaning ml,Job requires: data analysis css excel java html c++ azure data cleaning,82
Resume skills: docker html power bi javascript numpy node c++ sql css excel,Job requires: pandas javascript java azure docker machine learning html power bi python,64
Resume skills: deep learning excel javascript html aws sql,Job requires: docker git python deep learning c++ react ml html,45
Resume skills: c++ git excel aws react,Job requires: pandas machine learning azure excel aws,88
Resume skills: deep learning data cleaning css numpy sql,Job requires: git python excel c++ java docker,44
Resume skills: pandas data analysis javascript machine learning python numpy java,Job requires: css power bi aws pandas c++ git machine learning,69
Resume skills: azure pandas docker data cleaning python java machine learning numpy git,Job requires: css java deep learning node ml,91
Resume skills: data analysis react java ml aws azure deep learning pandas docker sql,Job requires: data cleaning git deep learning machine learning css node,72
Resume skills: c++ react deep learning excel azure,Job requires: docker data analysis ml css python javascript data cleaning,79
Resume skills: ml sql c++ docker node pandas numpy,Job requires: sql ml pandas html azure java javascript aws,43
Resume skills: numpy html azure pandas javascript sql css power bi excel python,Job requires: java git javascript data analysis numpy azure docker c++,30
Resume skills: css python power bi c++ react aws node data cleaning data analysis azure,Job requires: excel pandas azure react sql html,84
Resume skills: python git machine learning css ml pandas data analysis power bi,Job requires: deep learning numpy css data analysis excel,81
Resume skills: pandas css aws react git power bi java javascript,Job requires: excel html data analysis sql react numpy aws,44
Resume skills: javascript python ml deep learning azure node numpy git,Job requires: java css python git numpy data cleaning azure,76
Resume skills: react javascript azure node aws c++ numpy sql git,Job requires: git java data cleaning excel sql docker data analysis c++ aws,62
Resume skills: ml java power bi machine learning c++ pandas azure javascript,Job requires: aws ml excel power bi deep learning pandas machine learning sql data analysis,79
Resume skills: node aws machine learning javascript numpy data analysis power bi excel deep learning,Job requires: docker javascript java css pandas,48
Resume skills: excel c++ machine learning javascript node react azure,Job requires: c++ javascript git power bi excel,94
Resume skills: javascript excel data analysis numpy java html pandas react,Job requires: c++ data cleaning deep learning git azure data analysis html css,95
Resume skills: html c++ sql power bi aws,Job requires: c++ aws data cleaning python ml html power bi deep learning numpy data analysis,88
Resume skills: data cleaning java aws data analysis pandas python git,Job requires: python deep learning html java react data analysis,59
Resume skills: numpy deep learning aws react css java sql node data cleaning git,Job requires: node git docker power bi c++ machine learning html numpy,95
Resume skills: azure react machine learning data analysis aws javascript,Job requires: azure data cleaning docker c++ machine learning html data analysis aws excel,94
Resume skills: pandas react python javascript docker machine learning ml,Job requires: java css ml power bi docker excel,69
Resume skills: azure numpy pandas deep learning power bi excel machine learning ml git python,Job requires: machine learning numpy docker ml git excel,32
Resume skills: java html react ml excel machine learning pandas data analysis aws docker,Job requires: react docker pandas deep learning power bi c++ data analysis git ml numpy,85
Resume skills: c++ java azure deep learning pandas html aws data analysis javascript,Job requires: docker pandas excel azure ml c++ machine learning,54
Resume skills: node machine learning power bi python data cleaning java git css docker,Job requires: excel azure aws sql power bi machine learning java html,78
Resume skills: react node deep learning aws docker numpy,Job requires: ml python java c++ aws data analysis data cleaning css,58
Resume skills: javascript sql node power bi machine learning,Job requires: azure css node deep learning docker numpy,32
Resume skills: data analysis react css aws machine learning,Job requires: c++ deep learning docker aws html pandas javascript machine learning sql,52
Resume skills: machine learning node c++ ml deep learning javascript excel,Job requires: power bi react node machine learning azure excel java,85
Resume skills: git java react numpy data cleaning python machine learning html aws javascript,Job requires: docker sql data analysis ml power bi git c++,64
Resume skills: python sql numpy docker excel aws git node react,Job requires: machine learning power bi azure react c++,70
Resume skills: sql data cleaning html javascript ml aws power bi docker data analysis java,Job requires: css pandas azure docker react java data analysis html power bi,66
Resume skills: react data analysis python numpy pandas docker deep learning data cleaning machine learning javascript,Job requires: node data cleaning pandas machine learning numpy c++ python,41
Resume skills: react sql power bi node css,Job requires: pandas numpy data analysis excel machine learning,36
Resume skills: git node c++ azure docker numpy data cleaning,Job requires: html docker sql react aws python,50
Resume skills: data cleaning pandas react power bi docker css java,Job requires: data cleaning react deep learning data analysis java javascript azure ml sql node,58
Resume skills: ml html sql docker deep learning excel node pandas azure,Job requires: python aws numpy machine learning css javascript data analysis power bi java,45
Resume skills: html ml node javascript docker git sql aws pandas power bi,Job requires: deep learning power bi git node ml,41
Resume skills: git data analysis aws power bi node numpy,Job requires: react power bi aws node python ml azure html,44
Resume skills: ml power bi node data cleaning css html machine learning deep learning,Job requires: docker data cleaning pandas power bi node machine learning azure numpy aws css,52
Resume skills: data analysis ml machine learning html aws,Job requires: aws node javascript docker react git,67
Resume skills: python aws docker sql git data analysis azure,Job requires: html sql ml azure data analysis power bi,86
Resume skills: ml sql excel java node pandas,Job requires: c++ sql azure html deep learning,75
Resume skills: react pandas c++ machine learning python,Job requires: data cleaning excel ml node numpy power bi c++,30
Resume skills: c++ sql java aws docker javascript deep learning ml power bi,Job requires: javascript css pandas numpy excel machine learning,31
Resume skills: data cleaning c++ numpy azure machine learning,Job requires: sql pandas power bi git ml numpy data cleaning data analysis,76
Resume skills: git ml machine learning azure data cleaning html c++ node docker python,Job requires: deep learning aws css python html azure ml,38
Resume skills: sql numpy javascript java python,Job requires: machine learning node sql deep learning data analysis power bi react,86
Resume skills: javascript deep learning docker aws sql git data analysis c++,Job requires: deep learning data analysis python node power bi numpy ml docker git,64
Resume skills: html ml git data cleaning aws c++ data analysis javascript sql python,Job requires: azure css machine learning numpy ml,86
Resume skills: deep learning azure node ml react sql excel css,Job requires: pandas power bi docker html ml,62
Resume skills: pandas data cleaning python azure data analysis git javascript machine learning,Job requires: data cleaning javascript react pandas node git numpy excel docker,69
Resume skills: power bi azure docker pandas react data analysis git numpy,Job requires: machine learning excel aws css html react c++ node power bi java,41
Resume skills: docker ml data cleaning javascript aws,Job requires: sql css docker javascript java python machine learning deep learning,61
Resume skills: data cleaning data analysis sql html machine learning,Job requires: sql numpy power bi deep learning data cleaning,69
